moisture,temperature,humidity,light,ph,air_quality,nutrient,label
306,39,29,382,4.98,545,69,stress
165,23,48,200,5.39,446,71,healthy
322,25,20,222,7.71,793,44,stress
298,35,50,775,7.04,780,62,healthy
140,44,46,606,6.73,370,38,water_needed
176,44,77,689,6.99,302,79,stress
253,28,79,711,7.09,481,32,stress
223,29,37,637,7.47,657,81,healthy
235,34,34,264,7.66,486,60,stress
369,22,83,625,4.51,420,77,stress
351,25,51,133,7.12,417,91,healthy
357,38,36,669,4.66,258,81,stress
347,32,70,871,5.77,438,58,healthy
269,24,37,168,6.18,518,68,healthy
306,39,67,512,6.67,642,26,stress
163,35,69,468,6.08,775,58,healthy
103,23,76,854,6.46,359,25,water_needed
117,20,84,881,5.6,766,74,water_needed
188,34,65,238,5.14,772,76,stress
338,35,77,152,6.6,481,47,healthy
315,25,89,499,5.36,563,40,healthy
297,40,25,575,5.37,604,43,stress
197,37,21,805,7.4,587,46,stress
150,33,89,218,5.99,301,99,healthy
230,41,44,487,4.56,634,70,stress
246,37,33,634,7.45,324,33,stress
145,39,63,228,5.59,749,80,water_needed
118,43,62,844,4.85,357,66,water_needed
274,27,68,540,5.36,478,69,healthy
173,39,37,606,7.74,717,64,stress
162,23,58,423,6.61,405,21,stress
295,22,53,581,4.91,432,61,stress
239,38,77,190,6.75,493,87,healthy
192,25,88,366,6.69,622,63,healthy
145,20,43,342,6.04,208,59,water_needed
222,36,73,231,7.1,691,46,healthy
287,43,74,232,7.11,646,97,stress
381,28,56,678,5.44,775,31,stress
383,44,76,644,4.75,692,99,stress
210,22,83,772,4.92,445,67,stress
359,37,56,222,4.98,693,79,stress
199,33,57,549,6.55,553,37,healthy
306,25,64,566,5.21,282,41,healthy
200,41,20,879,5.97,322,87,stress
212,39,55,475,7.16,554,46,stress
160,42,47,376,5.57,397,59,stress
237,25,28,114,5.65,240,52,stress
294,43,55,319,5.61,325,63,stress
261,37,71,867,7.19,739,45,healthy
169,31,33,403,6.35,508,96,healthy
224,36,28,506,5.55,559,45,stress
307,30,32,355,5.81,540,87,healthy
351,28,52,120,5.3,712,21,stress
128,44,83,670,6.96,545,69,water_needed
110,30,44,490,6.48,734,92,water_needed
328,36,89,680,7.24,670,89,healthy
359,31,85,459,4.88,288,30,stress
359,31,56,516,6.36,616,27,stress
379,24,76,757,5.43,641,58,healthy
319,41,41,697,6.35,635,29,stress
283,32,88,749,4.62,669,77,stress
390,34,80,543,7.43,564,20,stress
393,35,84,661,6.89,578,69,healthy
253,36,24,176,6.26,364,57,stress
286,43,86,281,7.41,325,45,stress
294,43,26,889,5.66,796,25,stress
110,34,42,262,7.36,732,59,water_needed
236,35,43,531,5.52,265,46,healthy
345,26,81,844,5.73,506,28,stress
381,38,84,450,5.03,425,55,stress
167,22,71,296,6.78,257,44,healthy
215,28,65,131,4.95,742,49,stress
107,24,52,811,7.67,404,98,water_needed
325,26,24,407,6.63,452,25,stress
267,25,44,274,6.37,428,26,stress
320,29,68,654,6.8,525,36,healthy
237,23,63,842,7.42,251,48,healthy
268,18,45,158,6.14,203,81,healthy
315,30,57,803,5.2,774,66,healthy
332,27,67,594,5.17,666,90,stress
189,29,71,839,4.73,336,70,stress
144,36,83,547,7.51,392,88,water_needed
192,21,64,132,5.56,253,51,healthy
208,25,74,238,6.22,503,35,healthy
161,24,67,122,5.55,636,89,healthy
347,26,31,819,4.57,779,24,stress
347,33,36,515,7.61,549,26,stress
114,41,89,215,7.51,275,53,water_needed
123,38,41,828,7.71,338,96,water_needed
217,31,78,346,4.81,663,27,stress
180,44,47,309,7.66,214,28,stress
340,28,28,510,5.4,482,92,stress
338,28,73,455,7.56,646,56,stress
252,37,26,572,7.17,352,67,stress
226,41,27,240,6.37,444,71,stress
243,26,73,567,5.77,776,39,healthy
227,43,46,579,6.5,507,24,stress
184,36,32,332,5.42,463,76,healthy
335,28,71,715,7.43,307,42,healthy
339,27,60,137,4.54,251,44,stress
318,30,22,704,5.06,223,78,stress
104,32,39,160,7.57,260,62,water_needed
249,29,30,791,5.49,769,30,stress
132,44,76,387,7.57,602,24,water_needed
206,31,63,227,5.33,683,34,stress
203,26,85,308,4.52,713,68,stress
158,21,26,701,6.92,564,79,stress
357,44,78,303,6.46,200,37,stress
273,27,46,861,5.96,528,76,healthy
378,41,32,859,5.15,634,79,stress
153,39,53,734,7.73,639,76,stress
391,39,82,815,7.47,526,57,stress
183,34,45,543,5.13,286,27,stress
171,34,44,846,6.4,723,48,healthy
139,21,20,311,6.81,317,85,water_needed
129,20,39,268,4.99,776,61,water_needed
119,44,34,290,7.42,425,88,water_needed
393,42,40,700,7.09,250,28,stress
101,19,32,521,4.92,513,32,water_needed
233,28,23,774,6.01,452,91,stress
181,41,79,160,6.66,299,69,stress
263,27,60,375,5.22,357,45,healthy
177,27,23,317,4.52,541,55,stress
125,32,82,255,7.71,522,84,water_needed
197,28,68,589,5.52,279,40,healthy
217,27,38,606,6.35,509,62,healthy
181,40,32,301,4.64,527,68,stress
244,41,39,668,7.75,365,38,stress
386,24,30,206,7.66,675,92,stress
258,20,40,799,5.17,612,65,stress
112,36,47,792,7.21,609,27,water_needed
190,32,58,877,6.7,493,53,healthy
192,32,86,180,7.11,387,89,healthy
138,30,49,424,5.69,232,70,water_needed
107,36,27,228,6.2,513,26,water_needed
206,40,51,391,7.49,729,66,stress
265,18,82,341,6.26,471,82,healthy
114,25,78,195,4.81,505,69,water_needed
213,24,53,494,5.26,613,72,healthy
228,24,39,522,6.56,267,73,healthy
230,25,55,196,6.24,669,70,healthy
137,31,54,228,6.49,577,33,water_needed
162,18,25,182,7.78,578,71,stress
114,19,23,730,7.7,269,22,water_needed
161,20,63,350,5.07,242,29,stress
181,44,65,566,5.12,334,72,stress
137,29,50,792,5.01,674,22,water_needed
322,21,21,481,5.42,206,39,stress
106,36,89,316,6.19,283,94,water_needed
171,22,58,230,6.34,581,55,healthy
341,35,46,734,4.5,639,87,stress
324,40,50,218,6.76,659,64,stress
151,24,57,517,5.83,217,31,stress
359,31,68,291,5.49,776,49,healthy
228,32,45,482,7.77,367,47,stress
204,40,26,794,6.32,448,97,stress
226,41,31,332,7.31,345,73,stress
226,18,37,790,6.94,789,91,healthy
194,33,88,506,5.74,233,23,stress
265,29,65,593,6.89,714,57,healthy
213,40,61,506,5.39,267,82,stress
152,19,61,691,5.8,756,39,healthy
358,26,64,143,5.15,250,65,stress
324,27,64,371,5.41,664,57,healthy
114,41,87,704,5.24,407,73,water_needed
102,24,77,584,5.91,729,63,water_needed
338,18,36,772,5.11,307,95,stress
260,18,46,706,5.95,236,41,healthy
388,18,86,521,6.54,223,47,healthy
359,20,55,391,4.98,388,80,stress
323,24,59,228,7.63,401,47,stress
333,42,38,449,6.0,408,54,stress
319,44,80,701,6.14,730,31,stress
347,26,51,515,4.81,256,30,stress
206,22,42,630,6.04,648,90,healthy
319,37,42,745,6.64,292,61,healthy
211,39,52,817,7.38,313,43,stress
121,26,28,320,6.57,441,68,water_needed
258,40,45,525,7.02,328,74,stress
287,28,38,880,7.73,478,36,stress
387,43,47,526,7.8,592,81,stress
170,31,36,265,6.97,581,58,healthy
324,28,87,266,4.75,682,41,stress
177,18,58,292,6.03,654,43,healthy
289,20,69,132,5.13,669,89,stress
348,41,26,477,7.15,268,66,stress
316,38,35,113,5.49,223,76,healthy
323,44,46,459,6.02,624,22,stress
127,43,27,298,7.22,375,70,water_needed
116,18,79,101,5.43,277,99,water_needed
235,41,47,699,6.12,671,73,stress
393,32,75,299,6.43,547,84,healthy
355,21,72,246,5.43,270,24,stress
291,29,63,865,5.78,601,22,stress
328,39,75,637,6.97,316,56,stress
189,41,29,543,5.1,690,21,stress
386,18,70,665,5.9,333,94,healthy
311,34,30,524,6.22,477,64,healthy
213,40,68,520,6.91,407,81,stress
284,44,87,278,5.61,718,70,stress
356,32,81,101,5.14,567,26,stress
189,26,36,872,5.65,744,23,stress
384,38,52,880,5.98,744,35,healthy
165,32,49,599,6.66,548,32,stress
377,29,64,307,4.63,712,41,stress
128,42,27,899,7.07,352,29,water_needed
108,44,79,626,5.46,613,97,water_needed
396,34,72,329,7.12,270,75,healthy
120,27,62,293,7.68,611,52,water_needed
348,30,33,629,5.84,590,84,healthy
195,28,58,451,6.96,523,28,stress
210,25,49,633,7.36,512,73,healthy
335,31,64,378,4.72,726,35,stress
139,25,65,804,6.4,582,59,water_needed
381,36,22,639,6.05,706,49,stress
275,20,77,264,6.25,251,74,healthy
225,36,41,535,7.39,371,74,healthy
304,44,80,265,4.66,618,28,stress
323,43,81,757,6.98,370,75,stress
132,31,66,618,5.53,434,40,water_needed
397,36,57,564,5.98,706,45,healthy
333,21,50,528,7.1,583,62,healthy
176,29,74,407,4.66,439,42,stress
398,26,21,188,6.15,685,30,stress
103,40,58,718,7.47,714,48,water_needed
291,19,31,324,4.66,464,85,stress
297,34,54,556,5.26,404,86,healthy
318,27,24,448,5.54,526,28,stress
331,27,25,116,7.05,464,98,stress
257,18,56,589,5.19,630,79,stress
301,33,58,164,4.51,519,93,stress
279,33,30,252,6.13,704,65,healthy
378,31,66,184,4.58,611,68,stress
343,36,28,458,5.61,253,85,stress
149,32,50,479,5.61,242,60,water_needed
108,41,66,273,5.8,409,97,water_needed
333,21,65,130,7.27,486,45,healthy
334,19,39,223,4.91,382,38,stress
214,21,40,107,5.82,728,83,healthy
171,38,39,465,4.76,332,91,stress
205,24,36,437,5.61,430,37,healthy
171,35,65,334,5.56,576,78,healthy
181,24,35,586,7.56,456,84,stress
248,36,64,845,6.82,249,64,healthy
240,33,64,433,5.63,418,50,healthy
382,31,76,351,6.94,615,92,healthy
338,42,56,628,5.05,652,74,stress
161,31,87,298,7.16,780,23,stress
395,34,83,842,5.76,388,95,healthy
307,25,62,213,6.18,710,99,healthy
395,21,44,158,6.77,737,58,healthy
226,29,67,136,5.54,772,78,healthy
364,29,71,802,5.25,678,56,healthy
308,32,56,226,6.16,782,57,healthy
358,30,54,809,7.47,440,77,healthy
280,37,64,668,4.77,799,50,stress
359,29,83,589,7.55,565,22,stress
395,18,71,371,4.81,672,62,stress
279,42,30,193,7.0,344,91,stress
305,33,89,415,5.63,417,80,healthy
299,39,35,855,5.62,248,45,stress
129,38,53,826,7.69,549,70,water_needed
124,22,48,842,4.7,392,52,water_needed
138,28,83,259,6.9,447,41,water_needed
307,37,53,623,4.93,398,53,stress
252,28,87,228,5.15,663,67,stress
132,39,84,260,6.99,245,38,water_needed
215,42,64,371,5.47,524,69,stress
211,20,79,813,7.47,219,52,healthy
279,38,42,248,4.65,632,99,stress
301,18,24,108,5.78,504,21,stress
213,34,41,845,4.56,665,64,stress
172,43,82,615,4.89,672,69,stress
100,26,41,106,4.93,409,33,water_needed
325,33,63,879,5.65,360,68,healthy
130,20,64,387,7.17,234,95,water_needed
376,35,71,865,4.92,695,61,stress
123,42,34,158,5.32,250,98,water_needed
118,25,23,601,6.84,773,58,water_needed
160,36,44,388,4.6,389,23,stress
211,29,62,719,7.1,234,42,healthy
223,30,50,345,7.51,710,51,stress
119,29,88,882,5.98,427,47,water_needed
216,43,84,697,5.16,739,67,stress
253,33,22,546,7.48,450,86,stress
226,44,79,177,7.05,736,23,stress
106,26,32,319,5.78,662,70,water_needed
171,43,72,232,4.95,787,54,stress
193,22,76,222,6.64,209,92,healthy
110,36,20,628,6.18,511,54,water_needed
348,44,40,637,7.73,425,90,stress
171,23,75,832,7.51,475,37,stress
274,41,75,652,4.59,411,42,stress
291,38,40,589,6.98,295,95,healthy
142,22,88,182,6.25,336,39,water_needed
334,21,80,803,7.79,799,56,stress
115,26,46,165,7.46,286,54,water_needed
218,42,88,496,5.5,755,32,stress
359,35,58,260,7.19,281,71,healthy
149,18,56,490,6.85,631,73,water_needed
133,31,55,186,7.01,734,79,water_needed
353,28,75,577,7.7,498,48,stress
331,24,38,257,7.18,491,36,healthy
390,42,43,245,6.5,205,30,stress
163,34,39,612,5.77,513,64,healthy
368,42,25,220,5.39,520,73,stress
126,25,76,131,7.18,610,34,water_needed
397,35,52,750,6.05,284,38,healthy
353,33,33,378,5.91,406,48,healthy
243,36,21,757,6.26,238,69,stress
334,38,54,374,6.24,317,97,healthy
280,28,25,424,5.27,687,34,stress
145,37,41,852,5.04,220,37,water_needed
392,18,47,457,4.61,546,86,stress
331,37,40,597,4.73,684,71,stress
301,42,48,372,7.58,272,51,stress
242,40,28,802,6.99,679,41,stress
389,28,50,313,6.54,303,47,healthy
313,35,69,572,4.91,793,66,stress
313,43,39,545,5.58,363,92,stress
108,30,63,755,7.05,278,94,water_needed
253,29,24,478,7.01,432,31,stress
345,22,81,436,7.38,567,57,healthy
356,26,42,408,4.79,745,45,stress
378,38,61,852,5.28,536,66,healthy
388,29,86,256,4.62,587,67,stress
194,37,30,874,7.08,607,54,healthy
376,37,32,527,6.99,471,59,healthy
314,42,26,627,7.69,396,20,stress
307,22,53,412,6.16,705,88,healthy
160,22,64,327,6.49,674,72,healthy
382,32,61,753,5.43,556,47,healthy
328,22,73,636,5.21,474,49,healthy
201,38,42,214,4.59,633,68,stress
279,28,24,210,7.01,632,64,stress
241,44,82,139,6.7,251,35,stress
362,37,71,630,6.15,679,60,healthy
255,43,31,458,5.64,419,43,stress
342,19,32,595,6.15,633,84,healthy
184,20,84,738,7.19,456,49,healthy
290,42,23,892,6.97,295,79,stress
384,18,56,864,6.16,363,40,healthy
166,23,47,686,6.11,701,84,healthy
312,32,70,463,4.71,230,70,stress
193,36,87,401,7.62,449,50,stress
147,29,79,232,5.72,522,80,water_needed
396,18,43,416,6.65,285,40,healthy
222,38,66,739,7.79,737,57,stress
236,36,65,605,5.06,461,75,stress
275,27,30,127,7.66,317,57,stress
314,23,84,474,6.55,228,28,stress
281,20,84,689,7.11,424,56,healthy
122,26,35,551,7.48,630,43,water_needed
292,22,72,770,4.54,290,57,stress
248,30,82,782,6.43,761,81,healthy
253,29,35,884,5.8,786,64,healthy
132,29,38,569,5.01,501,40,water_needed
287,27,24,263,5.65,355,46,stress
180,42,38,677,7.67,609,20,stress
169,23,55,865,7.68,456,49,stress
106,33,54,704,6.56,780,93,water_needed
227,31,48,194,6.14,272,53,healthy
106,43,60,203,5.92,245,94,water_needed
220,35,88,775,5.77,647,21,stress
328,39,62,795,4.95,619,32,stress
260,27,23,519,7.02,794,75,stress
213,27,37,894,6.35,502,22,stress
237,31,43,457,5.73,720,63,healthy
308,38,74,268,7.36,741,69,healthy
383,22,88,417,6.89,778,50,healthy
274,21,27,787,7.52,452,66,stress
121,28,33,307,6.87,798,31,water_needed
120,41,66,714,6.42,244,28,water_needed
353,38,28,708,6.65,403,59,stress
283,42,84,599,6.1,401,38,stress
387,37,81,405,5.73,610,68,healthy
259,20,70,460,6.21,545,82,healthy
263,43,46,106,5.22,450,60,stress
376,19,64,346,7.44,214,48,healthy
134,43,71,818,7.54,286,92,water_needed
305,29,20,681,5.72,609,41,stress
122,31,35,873,5.51,336,67,water_needed
353,32,57,186,5.21,539,84,healthy
269,26,31,738,5.54,615,39,healthy
353,35,79,158,6.56,235,82,healthy
123,40,77,346,6.01,451,50,water_needed
224,34,52,439,7.17,371,83,healthy
350,29,81,234,4.62,286,96,stress
257,31,79,376,7.56,279,40,stress
298,40,24,677,6.24,696,54,stress
299,32,71,100,6.58,291,25,stress
317,35,30,831,6.8,241,57,healthy
140,22,59,449,6.37,345,76,water_needed
281,29,39,874,4.87,530,35,stress
226,18,69,556,4.92,389,91,stress
313,41,77,718,5.08,402,31,stress
291,23,48,446,5.24,249,35,healthy
138,43,54,323,7.69,277,85,water_needed
338,39,88,278,6.18,587,67,stress
221,22,24,815,6.73,230,67,stress
338,20,24,780,6.48,430,31,stress
356,37,88,597,7.38,556,87,healthy
333,21,35,887,5.59,416,30,stress
119,32,80,289,6.99,580,21,water_needed
210,37,71,532,5.77,482,86,healthy
252,43,31,737,7.13,606,77,stress
233,29,70,332,6.7,481,74,healthy
215,30,64,299,7.62,330,89,stress
193,37,26,271,6.96,693,60,stress
219,44,60,858,5.62,362,55,stress
331,27,45,546,6.04,419,82,healthy
358,39,72,704,6.01,694,51,stress
263,34,69,726,5.91,476,95,healthy
265,25,87,713,7.04,684,55,healthy
164,34,73,687,4.92,344,22,stress
182,25,51,482,7.35,510,52,healthy
393,31,70,890,4.71,218,24,stress
383,40,29,780,7.05,656,70,stress
146,42,81,615,7.14,222,59,water_needed
354,41,85,521,7.51,723,85,stress
109,21,37,474,5.6,398,28,water_needed
232,18,57,655,7.36,387,87,healthy
133,31,76,117,4.93,663,62,water_needed
250,39,21,659,4.87,229,64,stress
332,28,70,608,6.83,697,80,healthy
358,33,60,883,4.92,402,56,stress
363,27,26,492,6.31,394,80,stress
273,44,35,824,4.9,515,55,stress
341,38,60,731,7.53,600,27,stress
266,41,32,888,4.79,422,67,stress
330,28,58,459,4.89,465,33,stress
377,34,33,641,5.24,405,95,healthy
302,34,41,297,6.25,484,72,healthy
250,34,26,618,6.39,709,68,stress
343,25,88,274,6.72,550,51,healthy
223,32,82,357,6.53,344,88,healthy
278,44,85,100,5.12,542,62,stress
127,32,70,743,4.92,794,55,water_needed
384,20,39,166,7.66,290,25,stress
347,42,62,437,5.91,763,43,stress
297,24,54,491,7.7,716,25,stress
340,38,23,360,5.48,350,37,stress
320,31,60,765,4.85,439,46,stress
209,24,47,618,5.4,417,59,healthy
103,29,38,609,5.98,729,46,water_needed
229,19,56,788,4.87,488,54,stress
163,22,48,722,5.19,483,99,stress
384,18,58,194,5.88,283,69,healthy
194,30,89,791,7.42,754,30,stress
337,39,41,763,5.61,388,41,stress
114,24,41,621,6.18,448,55,water_needed
265,36,39,448,5.2,546,95,healthy
341,37,35,606,7.41,742,24,stress
276,19,83,149,7.38,286,66,healthy
299,25,56,383,4.71,302,89,stress
139,31,38,350,5.88,445,61,water_needed
201,20,39,651,4.58,450,84,stress
389,37,80,518,5.67,709,52,healthy
233,37,30,654,4.66,253,66,stress
340,19,56,337,5.93,708,95,healthy
213,35,23,164,5.72,437,31,stress
248,38,89,225,6.81,398,40,healthy
338,44,21,763,7.45,472,33,stress
101,38,87,847,6.06,602,34,water_needed
381,42,42,193,7.47,710,80,stress
399,30,36,107,5.21,442,70,healthy
117,23,55,586,5.25,749,73,water_needed
129,35,20,742,7.38,794,86,water_needed
207,28,39,542,6.52,725,28,stress
122,33,65,708,4.8,713,77,water_needed
147,25,63,678,7.52,269,89,water_needed
311,27,82,758,6.98,503,97,healthy
226,42,72,667,5.73,617,67,stress
122,34,42,832,7.71,275,31,water_needed
139,42,58,773,6.47,207,87,water_needed
163,28,30,408,6.95,220,26,stress
171,29,20,596,6.64,602,71,stress
177,37,72,362,7.74,464,58,stress
101,37,35,481,6.4,778,38,water_needed
103,42,20,542,4.82,456,83,water_needed
315,41,36,543,6.45,378,35,stress
342,19,76,161,5.48,571,67,healthy
364,19,28,530,4.76,731,92,stress
115,22,34,481,5.65,615,72,water_needed
259,40,74,608,5.14,758,29,stress
126,19,83,223,7.36,736,89,water_needed
114,18,37,846,6.01,469,88,water_needed
327,38,70,103,5.96,779,79,healthy
380,32,86,298,4.83,353,31,stress
114,30,41,545,5.19,428,83,water_needed
351,40,81,716,4.99,296,43,stress
111,40,89,148,4.73,319,92,water_needed
170,22,72,555,6.98,227,51,healthy
327,27,21,829,7.52,399,86,stress
169,21,69,129,6.74,346,24,stress
211,39,61,841,7.77,368,45,stress
268,20,21,526,6.96,743,30,stress
159,21,44,367,5.65,782,56,healthy
386,43,29,560,5.23,631,79,stress
159,37,29,337,4.92,607,74,stress
174,25,56,250,6.86,421,62,healthy
369,19,77,796,6.47,464,92,healthy
369,26,80,843,6.15,761,82,healthy
299,22,65,444,6.23,727,73,healthy
336,32,51,463,6.38,393,41,healthy
124,20,36,720,6.83,381,90,water_needed
207,21,48,618,7.18,214,95,healthy
255,41,51,788,5.14,597,43,stress
187,39,41,606,6.89,300,93,stress
117,29,57,183,7.08,412,53,water_needed
156,21,54,540,4.53,325,70,stress
269,22,81,731,6.6,378,94,healthy
239,28,62,618,4.65,237,65,stress
182,40,55,171,5.91,268,73,stress
175,29,40,357,5.6,740,96,healthy
372,33,44,693,5.76,308,84,healthy
270,40,33,339,6.94,725,58,stress
191,39,62,367,6.89,526,21,stress
139,18,76,129,4.68,491,90,water_needed
377,44,46,341,5.67,570,58,stress
291,34,57,414,5.86,455,59,healthy
233,34,39,403,6.25,302,35,healthy
116,37,39,527,5.72,255,50,water_needed
297,22,22,458,6.96,432,20,stress
179,28,85,568,5.94,557,44,healthy
295,27,25,871,6.97,634,99,stress
132,22,40,171,6.77,429,66,water_needed
348,19,32,711,5.17,722,69,stress
100,35,76,477,6.77,490,65,water_needed
178,42,21,568,7.7,493,46,stress
227,39,67,412,6.32,365,35,stress
244,39,81,411,5.45,789,38,stress
246,24,55,515,7.79,695,42,stress
153,38,86,567,6.91,428,31,stress
183,36,44,574,6.78,365,87,healthy
356,27,76,144,5.65,719,47,healthy
314,20,24,898,6.64,337,40,stress
243,34,71,170,7.35,590,52,healthy
251,21,83,502,5.25,723,60,healthy
311,27,51,144,6.31,380,48,healthy
291,39,78,785,5.8,270,78,stress
285,21,22,486,6.35,268,40,stress
251,26,56,376,7.71,797,29,stress
200,22,26,132,6.4,206,25,stress
268,40,37,590,7.64,282,66,stress
260,28,77,464,6.39,494,46,healthy
323,19,34,662,7.04,687,76,healthy
283,31,46,487,5.31,764,46,healthy
370,39,60,697,7.79,406,20,stress
262,19,48,267,5.51,327,91,healthy
136,40,86,207,6.81,743,92,water_needed
339,25,37,895,6.03,712,37,healthy
129,41,77,354,4.86,553,30,water_needed
317,25,65,749,4.55,460,89,stress
110,33,26,822,7.12,756,47,water_needed
387,20,21,337,6.41,684,70,stress
357,20,27,426,5.61,508,25,stress
223,26,20,598,5.73,623,60,stress
273,33,23,358,5.77,301,38,stress
121,43,48,349,7.11,497,31,water_needed
217,43,66,298,6.85,435,78,stress
154,38,25,526,6.58,799,49,stress
385,38,24,723,4.61,242,83,stress
280,32,53,641,6.76,465,65,healthy
376,42,77,797,6.07,283,80,stress
375,27,37,850,7.33,468,62,healthy
331,38,30,181,6.6,669,29,stress
266,30,76,232,7.12,316,80,healthy
390,42,20,651,6.89,477,94,stress
128,33,62,567,7.12,649,31,water_needed
155,27,26,161,6.24,246,74,stress
275,25,25,760,5.92,450,72,stress
166,18,64,522,6.77,671,82,healthy
387,43,70,550,5.65,748,69,stress
317,43,61,680,5.99,678,50,stress
127,22,83,794,5.62,325,34,water_needed
208,41,83,731,7.15,753,87,stress
339,39,57,193,7.47,515,87,stress
327,24,38,402,5.02,730,32,stress
368,38,50,874,5.21,789,33,stress
373,20,45,799,4.69,761,40,stress
149,34,29,470,6.52,698,44,water_needed
398,40,36,220,7.73,466,46,stress
324,29,81,129,4.6,496,59,stress
123,28,79,320,5.57,689,79,water_needed
104,26,84,727,7.67,640,84,water_needed
398,27,63,628,6.01,204,86,healthy
202,22,89,126,4.82,494,70,stress
327,26,60,563,6.44,618,52,healthy
253,25,23,697,7.46,627,49,stress
346,22,83,575,6.02,611,44,healthy
368,27,89,797,7.64,206,86,stress
331,21,21,182,6.65,278,39,stress
376,42,28,338,5.17,322,69,stress
139,30,54,419,5.48,482,47,water_needed
305,44,75,217,7.07,449,23,stress
398,26,84,733,5.11,722,27,stress
158,37,74,717,6.27,560,75,healthy
148,29,49,192,6.41,520,69,water_needed
274,26,76,717,5.9,371,67,healthy
341,23,27,824,6.53,730,93,stress
246,30,82,386,5.09,559,73,stress
391,23,85,653,7.57,390,97,stress
132,30,21,157,5.66,472,54,water_needed
207,41,88,547,6.52,307,98,stress
319,36,56,354,6.81,599,62,healthy
319,39,57,583,6.38,612,93,stress
374,32,37,330,5.22,535,63,healthy
200,33,67,838,6.36,788,83,healthy
130,43,85,320,5.32,239,56,water_needed
